entry_number,body_type,highway_fuel_economy,horsepower,interior_color,listed_date,listing_color,listing_id,longitude,main_picture_url,,make_name,maximum_seating,mileage,model_name,power,price,sp_name,transmission,transmission_display,trim_name,wheel_system,wheel_system_display,year,age_of_customer
767,Sedan,40,147,Black,18/07/20,WHITE,276952186,-73.1055,,,Kia,5 seats,52,Forte,"147 hp @ 6,200 RPM",20090,Generation Kia,A,Automatic,GT Line FWD,FWD,Front-Wheel Drive,2020,28
768,Sedan,31,290,Black (Ebony),13/03/20,BLACK,268509322,-73.1055,https://static.cargurus.com/images/forsale/2020/06/15/19/17/2016_acura_tlx-pic-8841387650732652132-152x114.jpeg,,Acura,5 seats,40359,TLX,"290 hp @ 6,200 RPM",19882,Generation Kia,A,9-Speed Automatic,V6 SH-AWD with Technology Package,AWD,All-Wheel Drive,2016,62
769,SUV / Crossover,27,179,Gray,06/09/20,WHITE,281491732,-74.0493,https://static.cargurus.com/images/forsale/2020/09/05/21/02/2011_toyota_rav4-pic-6135733021667707007-152x114.jpeg,,Toyota,7 seats,139617,RAV4,"179 hp @ 6,000 RPM",7750,Magic Auto Sales,A,4-Speed Automatic,Base 4WD,4WD,Four-Wheel Drive,2011,21
770,SUV / Crossover,29,177,Black,27/06/20,GRAY,275118189,-72.6545,https://static.cargurus.com/images/forsale/2020/07/16/21/17/2020_jeep_renegade-pic-1663030191693716359-152x114.jpeg,,Jeep,5 seats,16,Renegade,"177 hp @ 5,750 RPM",17925,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Latitude 4WD,4WD,Four-Wheel Drive,2020,35
771,SUV / Crossover,27,170,Black,17/05/20,SILVER,272156264,-74.0493,https://static.cargurus.com/images/forsale/2020/06/23/23/27/2012_subaru_forester-pic-2950957499866932294-152x114.jpeg,,Subaru,5 seats,133145,Forester,"170 hp @ 5,800 RPM",6999,Magic Auto Sales,A,4-Speed Automatic,2.5X Premium,AWD,All-Wheel Drive,2012,21
772,SUV / Crossover,23,297,Brown (Beige),04/09/20,UNKNOWN,281270986,-74.0493,https://static.cargurus.com/images/forsale/2020/09/03/21/10/2010_infiniti_ex35-pic-8717324948805874358-152x114.jpeg,,INFINITI,5 seats,172672,EX35,"297 hp @ 6,800 RPM",5750,Magic Auto Sales,A,5-Speed Automatic,Journey AWD,AWD,All-Wheel Drive,2010,62
773,SUV / Crossover,24,281,Black (Ebony),02/09/20,SILVER,281056413,-72.6545,https://static.cargurus.com/images/forsale/2020/09/02/06/15/2012_chevrolet_traverse-pic-1222783927245523064-152x114.jpeg,,Chevrolet,8 seats,116782,Traverse,"281 hp @ 6,300 RPM",9773,Gengras Chrysler Dodge Jeep Ram,A,Automatic,1LT AWD,AWD,All-Wheel Drive,2012,32
774,SUV / Crossover,24,315,Black (Ebony),23/06/20,WHITE,274759873,-73.1055,https://d28oohqmlmgnr6.cloudfront.net/10/f6/d9/29-58d0-4ced-a93e-8f9b53ba3350/image-1.jpg,,Ford,5 seats,70199,Edge,,20079,Generation Kia,A,6-Speed Automatic,Sport AWD,AWD,All-Wheel Drive,2015,64
775,Van,,280,Black,05/10/19,WHITE,254293616,-72.6545,https://static.cargurus.com/images/forsale/2020/06/29/21/11/2020_ram_promaster-pic-6620618106945994790-152x114.jpeg,,RAM,3 seats,16,ProMaster,"280 hp @ 6,400 RPM",29621,Gengras Chrysler Dodge Jeep Ram,A,Automatic,1500 136 Low Roof Cargo Van FWD,FWD,Front-Wheel Drive,2020,20
776,SUV / Crossover,25,310,Jet Black,13/08/20,SILVER,279129195,-73.2587,,,Cadillac,7 seats,3721,XT6,"310 hp @ 6,700 RPM",53939,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,Premium Luxury FWD,FWD,Front-Wheel Drive,2020,28
777,SUV / Crossover,22,230,Gray,01/09/20,BLUE,280946996,-74.0493,https://static.cargurus.com/images/forsale/2020/09/01/10/29/2004_toyota_highlander-pic-8736361794057438433-152x114.jpeg,,Toyota,7 seats,155707,Highlander,"230 hp @ 5,800 RPM",4449,Magic Auto Sales,A,5-Speed Automatic,Limited V6 AWD,AWD,All-Wheel Drive,2004,26
778,Van,28,178,Black,20/06/20,WHITE,274524631,-72.6545,https://static.cargurus.com/images/forsale/2020/07/20/21/06/2020_ram_promaster_city-pic-8477656523640656247-152x114.jpeg,,RAM,2 seats,17,ProMaster City,"178 hp @ 6,400 RPM",20055,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Tradesman Cargo Van FWD,FWD,Front-Wheel Drive,2020,26
779,SUV / Crossover,33,147,Black,16/07/20,GRAY,276687568,-73.1055,,,Kia,5 seats,16,Soul,"147 hp @ 6,200 RPM",20905,Generation Kia,A,Automatic,S FWD,FWD,Front-Wheel Drive,2021,72
780,SUV / Crossover,24,325,chestnut,23/07/20,UNKNOWN,277337496,-73.1055,https://static.cargurus.com/images/forsale/2020/07/29/04/41/2016_infiniti_qx50-pic-2999634487174950254-152x114.jpeg,,INFINITI,5 seats,33740,QX50,"325 hp @ 7,000 RPM",20717,Generation Kia,A,7-Speed Automatic,AWD,AWD,All-Wheel Drive,2016,66
781,SUV / Crossover,,,None,05/09/20,GRAY,281429317,-72.6545,https://static.cargurus.com/images/forsale/2020/08/21/07/16/2021_jeep_cherokee-pic-2532729424464384034-152x114.jpeg,,Jeep,,0,Cherokee,,29726,Gengras Chrysler Dodge Jeep Ram,A,Automatic,,,,2021,63
782,Hatchback,50,121,Black,01/08/20,GRAY,278197536,-73.1055,https://static.cargurus.com/images/forsale/2020/09/02/23/00/2016_toyota_prius-pic-7540109741516716746-152x114.jpeg,,Toyota,5 seats,43762,Prius,,17926,Generation Kia,CVT,Continuously Variable Transmission,Four,FWD,Front-Wheel Drive,2016,54
783,SUV / Crossover,33,147,Black,15/07/20,WHITE,276578190,-73.1055,,,Kia,5 seats,5,Soul,"147 hp @ 6,200 RPM",21250,Generation Kia,A,Automatic,S FWD,FWD,Front-Wheel Drive,2021,36
784,Sedan,,300,Brown (Beige),20/06/20,WHITE,274541049,-74.0493,https://static.cargurus.com/images/forsale/2020/08/27/08/40/2014_chevrolet_impala_limited-pic-5896987863868869637-152x114.jpeg,,Chevrolet,6 seats,52682,Impala Limited,"300 hp @ 6,500 RPM",8450,Magic Auto Sales,A,6-Speed Automatic,LS FWD,FWD,Front-Wheel Drive,2014,22
785,Hatchback,38,153,Jet Black,19/08/20,WHITE,279744867,-73.2587,https://static.cargurus.com/images/forsale/2020/08/28/12/21/2017_chevrolet_cruze-pic-3864176625859464467-152x114.jpeg,,Chevrolet,5 seats,51608,Cruze,"153 hp @ 5,600 RPM",13724,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LT Hatchback FWD,FWD,Front-Wheel Drive,2017,22
786,Sedan,30,300,Black (Charcoal),23/08/20,GRAY,280104021,-72.6545,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2016_nissan_maxima-pic-606254116248833943-152x114.jpeg,,Nissan,5 seats,53501,Maxima,"300 hp @ 6,400 RPM",16633,Gengras Chrysler Dodge Jeep Ram,CVT,Continuously Variable Transmission,SV,FWD,Front-Wheel Drive,2016,66
787,Sedan,35,200,Gray,06/09/20,BLACK,281509946,-73.1055,,,Kia,5 seats,100721,Optima,"200 hp @ 6,300 RPM",7560,Generation Kia,A,6-Speed Automatic,LX,FWD,Front-Wheel Drive,2013,36
788,Pickup Truck,24,308,Jet Black,06/09/20,BLACK,281527431,-73.2587,https://static.cargurus.com/images/forsale/2020/09/07/23/27/2018_chevrolet_colorado-pic-3929890079136783686-152x114.jpeg,,Chevrolet,5 seats,19371,Colorado,"181 hp @ 3,400 RPM",32930,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,Z71 Crew Cab 4WD,4WD,Four-Wheel Drive,2018,19
789,SUV / Crossover,27,170,Cream,18/07/20,RED,276959281,-74.0493,https://static.cargurus.com/images/forsale/2020/08/05/20/34/2012_subaru_forester-pic-5841501057217540049-152x114.jpeg,,Subaru,5 seats,152841,Forester,"170 hp @ 5,800 RPM",4999,Magic Auto Sales,M,5-Speed Manual,2.5X,AWD,All-Wheel Drive,2012,51
790,Hatchback,35,117,Gray,04/07/20,UNKNOWN,275824373,-73.1055,https://static.cargurus.com/images/forsale/2020/07/18/22/37/2009_honda_fit-pic-2057276631365883328-152x114.jpeg,,Honda,5 seats,89848,Fit,"117 hp @ 6,600 RPM",7990,Generation Kia,A,5-Speed Automatic,Sport,FWD,Front-Wheel Drive,2009,28
791,SUV / Crossover,20,244,Gray,12/07/20,BLACK,276430207,-74.0493,https://static.cargurus.com/images/forsale/2020/07/11/20/16/2006_honda_pilot-pic-8976794705794752793-152x114.jpeg,,Honda,8 seats,127070,Pilot,"244 hp @ 5,750 RPM",4999,Magic Auto Sales,A,5-Speed Automatic,EX AWD,4WD,Four-Wheel Drive,2006,27
792,Van,28,178,Black,11/06/20,WHITE,273752451,-72.6545,https://static.cargurus.com/images/forsale/2020/07/31/05/17/2020_ram_promaster_city-pic-1963319125602048759-152x114.jpeg,,RAM,2 seats,13,ProMaster City,"178 hp @ 6,400 RPM",20138,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Tradesman Cargo Van FWD,FWD,Front-Wheel Drive,2020,22
793,SUV / Crossover,29,177,Black,19/06/20,GRAY,274416061,-72.6545,https://static.cargurus.com/images/forsale/2020/07/10/21/40/2020_jeep_renegade-pic-4396171518001044905-152x114.jpeg,,Jeep,5 seats,16,Renegade,"177 hp @ 5,750 RPM",18704,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,37
794,Minivan,25,241,Gray,02/09/20,BLUE,281008107,-74.0493,https://static.cargurus.com/images/forsale/2020/09/01/21/06/2008_honda_odyssey-pic-7960652988167315333-152x114.jpeg,,Honda,8 seats,193120,Odyssey,"241 hp @ 5,700 RPM",4499,Magic Auto Sales,A,5-Speed Automatic,EX-L FWD with DVD and Navigation,FWD,Front-Wheel Drive,2008,65
795,SUV / Crossover,33,147,Black,15/07/20,BLACK,276578191,-73.1055,,,Kia,5 seats,20,Soul,"147 hp @ 6,200 RPM",21250,Generation Kia,A,Automatic,S FWD,FWD,Front-Wheel Drive,2021,75
796,SUV / Crossover,24,250,Gray,06/09/20,BLACK,281491725,-74.0493,https://static.cargurus.com/images/forsale/2020/09/05/21/02/2013_honda_pilot-pic-4153405420017879895-152x114.jpeg,,Honda,8 seats,161349,Pilot,"250 hp @ 5,700 RPM",9750,Magic Auto Sales,A,5-Speed Automatic,EX-L with DVD 4WD,4WD,Four-Wheel Drive,2013,34
797,SUV / Crossover,27,271,Black,14/02/20,BLUE,265870665,-72.6545,https://static.cargurus.com/images/forsale/2020/03/27/18/39/2020_jeep_cherokee-pic-2863259974851584771-152x114.jpeg,,Jeep,5 seats,14,Cherokee,"270 hp @ 5,250 RPM",29491,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,52
798,SUV / Crossover,22,281,Black (Ebony),01/09/20,UNKNOWN,280959006,-73.2587,https://static.cargurus.com/images/forsale/2020/09/02/03/19/2017_gmc_acadia-pic-4759782495137944771-152x114.jpeg,,GMC,8 seats,36457,Acadia,"281 hp @ 6,300 RPM",28759,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,Limited AWD,AWD,All-Wheel Drive,2017,40
799,Wagon,25,250,Brown (Beige),23/08/20,UNKNOWN,280133193,-74.0493,https://static.cargurus.com/images/forsale/2020/08/22/20/30/2015_volvo_v60-pic-8518319112484578802-152x114.jpeg,,Volvo,5 seats,150497,V60,"250 hp @ 5,400 RPM",7499,Magic Auto Sales,A,6-Speed Automatic,T5 Premier AWD,AWD,All-Wheel Drive,2015,48
800,SUV / Crossover,20,285,Black,08/09/20,BLACK,281559568,-74.0493,https://static.cargurus.com/images/forsale/2020/09/07/20/19/2013_jeep_wrangler_unlimited-pic-6275184684240923961-152x114.jpeg,,Jeep,5 seats,208764,Wrangler Unlimited,"285 hp @ 6,400 RPM",14999,Magic Auto Sales,A,5-Speed Automatic,Sahara 4WD,4WD,Four-Wheel Drive,2013,60
801,Pickup Truck,25,200,jet black,24/07/20,SILVER,277395000,-73.1055,https://static.cargurus.com/images/forsale/2020/08/11/23/23/2016_chevrolet_colorado-pic-282857478849221302-152x114.jpeg,,Chevrolet,4 seats,69600,Colorado,"305 hp @ 6,800 RPM",22452,Generation Kia,A,6-Speed Automatic,LT Extended Cab LB 4WD,4WD,Four-Wheel Drive,2016,80
802,Minivan,28,287,Black Alloy,04/03/20,GRAY,267661488,-72.6545,https://static.cargurus.com/images/forsale/2020/03/31/18/47/2020_chrysler_pacifica-pic-1741471261181041999-152x114.jpeg,,Chrysler,8 seats,14,Pacifica,"287 hp @ 6,400 RPM",29744,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Touring L FWD,FWD,Front-Wheel Drive,2020,63
803,SUV / Crossover,33,147,Black,16/07/20,WHITE,276687570,-73.1055,,,Kia,5 seats,12,Soul,"147 hp @ 6,200 RPM",21250,Generation Kia,A,Automatic,S FWD,FWD,Front-Wheel Drive,2021,58
804,Sedan,23,275,Black,07/08/20,BLACK,278631827,-74.0493,https://static.cargurus.com/images/forsale/2020/08/25/20/39/2008_cadillac_dts-pic-6274021848199110138-152x114.jpeg,,Cadillac,6 seats,103875,DTS,"275 hp @ 6,000 RPM",3999,Magic Auto Sales,A,4-Speed Automatic,Luxury I FWD,FWD,Front-Wheel Drive,2008,58
805,Wagon,30,130,Gray,15/08/20,SILVER,279420881,-73.1055,https://static.cargurus.com/images/forsale/2020/08/20/02/46/2018_kia_soul-pic-88968103727810990-152x114.jpeg,,Kia,5 seats,43171,Soul,"130 hp @ 6,300 RPM",13219,Generation Kia,A,6-Speed Automatic,Base,FWD,Front-Wheel Drive,2018,56
806,Sedan,37,180,Black,03/08/20,SILVER,278322898,-73.1055,https://static.cargurus.com/images/forsale/2020/08/08/22/34/2021_kia_k5-pic-5278141741294684152-152x114.jpeg,,Kia,5 seats,17,K5,"180 hp @ 5,500 RPM",24610,Generation Kia,A,8-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2021,55
807,SUV / Crossover,18,403,Ebony/Ebony,23/08/20,BLACK,280155558,-72.6545,https://static.cargurus.com/images/forsale/2020/08/28/21/13/2014_cadillac_escalade_esv-pic-6273997821350606732-152x114.jpeg,,Cadillac,8 seats,80286,Escalade ESV,"403 hp @ 5,700 RPM",27593,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Premium 4WD,AWD,All-Wheel Drive,2014,57
808,SUV / Crossover,23,265,Gray,26/08/20,BLUE,280386126,-74.0493,https://static.cargurus.com/images/forsale/2020/08/26/08/21/2010_ford_edge-pic-5854527542409804842-152x114.jpeg,,Ford,5 seats,126550,Edge,"265 hp @ 6,250 RPM",5999,Magic Auto Sales,A,6-Speed Automatic,SEL AWD,AWD,All-Wheel Drive,2010,56
809,Sedan,37,180,Black,03/08/20,SILVER,278322899,-73.1055,https://static.cargurus.com/images/forsale/2020/08/08/22/34/2021_kia_k5-pic-3710234214583601440-152x114.jpeg,,Kia,5 seats,17,K5,"180 hp @ 5,500 RPM",24610,Generation Kia,A,8-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2021,36
810,Pickup Truck,22,355,Jet Black,01/09/20,BLUE,280959002,-73.2587,https://static.cargurus.com/images/forsale/2020/09/04/08/26/2018_chevrolet_silverado_1500-pic-4829507596550328194-152x114.jpeg,,Chevrolet,6 seats,25509,Silverado 1500,"355 hp @ 5,600 RPM",34539,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT Double Cab 4WD,4WD,Four-Wheel Drive,2018,58
811,SUV / Crossover,27,310,Jet Black,01/09/20,SILVER,280958986,-73.2587,,,Chevrolet,8 seats,39764,Traverse,"310 hp @ 6,800 RPM",24272,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,LS FWD,FWD,Front-Wheel Drive,2018,57
812,Van,28,178,Black,17/07/20,WHITE,276779052,-72.6545,https://static.cargurus.com/images/forsale/2020/08/13/21/17/2020_ram_promaster_city-pic-2014274019650846798-152x114.jpeg,,RAM,2 seats,1,ProMaster City,"178 hp @ 6,400 RPM",20155,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Tradesman Cargo Van FWD,FWD,Front-Wheel Drive,2020,56
813,Van,28,178,Black,27/06/20,WHITE,275118188,-72.6545,https://static.cargurus.com/images/forsale/2020/08/04/21/11/2020_ram_promaster_city-pic-2179559898011682931-152x114.jpeg,,RAM,2 seats,11,ProMaster City,"178 hp @ 6,400 RPM",20163,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Tradesman Cargo Van FWD,FWD,Front-Wheel Drive,2020,52
814,Sedan,32,173,Black,24/07/20,BLUE,277442702,-74.0493,https://static.cargurus.com/images/forsale/2020/08/25/08/25/2013_subaru_legacy-pic-3834282905307065143-152x114.jpeg,,Subaru,5 seats,107611,Legacy,"173 hp @ 5,600 RPM",6999,Magic Auto Sales,CVT,Continuously Variable Transmission,2.5i,AWD,All-Wheel Drive,2013,55
815,Sedan,32,185,Black,16/04/20,BLUE,270582472,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_optima-pic-7689339292113119609-152x114.jpeg,,Kia,5 seats,13,Optima,"185 hp @ 6,000 RPM",21490,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,20
816,SUV / Crossover,,355,Jet Black/Dark Ash,22/08/20,SILVER,280045714,-73.2587,,,Chevrolet,8 seats,41420,Suburban,"355 hp @ 5,600 RPM",41823,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1500 LT 4WD,4WD,Four-Wheel Drive,2019,63
817,SUV / Crossover,19,210,Gray,04/09/20,RED,281270984,-74.0493,https://static.cargurus.com/images/forsale/2020/09/03/21/10/2007_jeep_grand_cherokee-pic-3494486410589916351-152x114.jpeg,,Jeep,5 seats,151228,Grand Cherokee,"210 hp @ 5,200 RPM",4750,Magic Auto Sales,A,5-Speed Automatic,Laredo 4WD,4WD,Four-Wheel Drive,2007,54
818,SUV / Crossover,25,166,Brown (Beige),16/07/20,TEAL,276686940,-74.0493,https://static.cargurus.com/images/forsale/2020/07/28/20/21/2008_toyota_rav4-pic-2076902920519136527-152x114.jpeg,,Toyota,7 seats,116295,RAV4,"166 hp @ 6,000 RPM",6650,Magic Auto Sales,A,4-Speed Automatic,Base AWD,4WD,Four-Wheel Drive,2008,73
819,Sedan,27,225,Black,09/08/20,BLACK,278862633,-74.0493,https://static.cargurus.com/images/forsale/2020/08/08/20/12/2010_volvo_s80-pic-7781811255115831047-152x114.jpeg,,Volvo,5 seats,91883,S80,"225 hp @ 6,200 RPM",6999,Magic Auto Sales,A,5-Speed Automatic,3.2,FWD,Front-Wheel Drive,2010,36
820,Van,,280,Black,13/11/19,WHITE,257725782,-72.6545,https://static.cargurus.com/images/forsale/2020/03/20/09/25/2020_ram_promaster-pic-6474319042735166498-152x114.jpeg,,RAM,3 seats,18,ProMaster,"280 hp @ 6,400 RPM",30029,Gengras Chrysler Dodge Jeep Ram,A,Automatic,1500 136 High Roof Cargo Van FWD,FWD,Front-Wheel Drive,2020,70
821,SUV / Crossover,26,170,Gray,27/08/20,BLACK,280444122,-74.0493,https://static.cargurus.com/images/forsale/2020/08/26/20/18/2010_subaru_forester-pic-4355737221483251956-152x114.jpeg,,Subaru,5 seats,109034,Forester,"170 hp @ 6,000 RPM",7250,Magic Auto Sales,A,4-Speed Automatic,2.5 X Premium,AWD,All-Wheel Drive,2010,65
822,Sedan,32,185,Black,20/04/20,BLUE,270721928,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_optima-pic-2189259870406650681-152x114.jpeg,,Kia,5 seats,13,Optima,"185 hp @ 6,000 RPM",21490,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,48
823,Minivan,24,276,Gray,15/02/20,SILVER,265966325,-73.1055,,,Kia,8 seats,98,Sedona,"276 hp @ 6,000 RPM",28245,Generation Kia,A,8-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,24
824,SUV / Crossover,31,146,None,06/09/20,GRAY,281509945,-73.1055,,,Kia,5 seats,2,Seltos,"146 hp @ 6,200 RPM",24800,Generation Kia,A,Automatic,S AWD,AWD,All-Wheel Drive,2021,60
825,Sedan,22,310,Black/Carbon Black,28/08/20,WHITE,280574036,-72.6545,https://static.cargurus.com/images/forsale/2020/09/01/21/19/2019_subaru_wrx_sti-pic-4000183793307124184-152x114.jpeg,,Subaru,5 seats,11048,WRX STI,"310 hp @ 6,000 RPM",35443,Gengras Chrysler Dodge Jeep Ram,M,Manual,AWD,AWD,All-Wheel Drive,2019,77
826,Sedan,36,160,Jet Black,27/08/20,GRAY,280421865,-73.2587,,,Chevrolet,5 seats,,Malibu,"160 hp @ 5,700 RPM",20719,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LS FWD,FWD,Front-Wheel Drive,2020,61
827,SUV / Crossover,20,244,Brown (Beige),06/09/20,BLACK,281491733,-74.0493,https://static.cargurus.com/images/forsale/2020/09/05/21/02/2006_honda_pilot-pic-9152216322204022518-152x114.jpeg,,Honda,8 seats,220355,Pilot,"244 hp @ 5,750 RPM",2750,Magic Auto Sales,A,5-Speed Automatic,LX AWD,4WD,Four-Wheel Drive,2006,43
828,Minivan,28,287,Black Alloy,19/06/20,SILVER,274416054,-72.6545,https://static.cargurus.com/images/forsale/2020/07/14/21/25/2020_chrysler_pacifica-pic-779172337323910557-152x114.jpeg,,Chrysler,8 seats,19,Pacifica,"287 hp @ 6,400 RPM",30162,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Touring L FWD,FWD,Front-Wheel Drive,2020,31
829,SUV / Crossover,46,139,Black (Charcoal),04/09/20,RED,281277536,-73.1055,,,Kia,5 seats,1,Niro,,24640,Generation Kia,Dual Clutch,6-Speed Dual Clutch,LX FWD,FWD,Front-Wheel Drive,2020,76
830,SUV / Crossover,,355,Jet Black,02/09/20,BLACK,281088378,-73.2587,,,Chevrolet,8 seats,41436,Tahoe,"355 hp @ 5,600 RPM",41872,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT 4WD,4WD,Four-Wheel Drive,2017,32
831,SUV / Crossover,26,310,Jet Black,28/08/20,BLACK,280588747,-73.2587,https://static.cargurus.com/images/forsale/2020/08/28/07/30/2019_cadillac_xt5-pic-6038567896643630613-152x114.jpeg,,Cadillac,5 seats,55711,XT5,"310 hp @ 6,700 RPM",29723,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,Premium Luxury FWD,FWD,Front-Wheel Drive,2019,42
832,SUV / Crossover,,181,Black,11/05/20,SILVER,271778808,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-357860894278409624-152x114.jpeg,,Kia,5 seats,12,Sportage,"181 hp @ 6,000 RPM",28195,Generation Kia,A,6-Speed Automatic Overdrive,S AWD,AWD,All-Wheel Drive,2020,59
833,SUV / Crossover,,,Black,28/08/20,GRAY,280535095,-72.6545,https://static.cargurus.com/images/forsale/2020/08/17/21/24/2021_jeep_compass-pic-7988378314667119059-152x114.jpeg,,Jeep,,0,Compass,,30169,Gengras Chrysler Dodge Jeep Ram,A,Automatic,,,,2021,22
834,Sedan,36,185,Cream,17/06/19,SILVER,243858718,-74.0493,https://static.cargurus.com/images/forsale/2020/09/01/20/20/2017_hyundai_sonata-pic-4248794450256025876-152x114.jpeg,,Hyundai,5 seats,103195,Sonata,"185 hp @ 6,000 RPM",9250,Magic Auto Sales,A,6-Speed Automatic,SE FWD,FWD,Front-Wheel Drive,2017,72
835,Sedan,32,185,Black,05/05/20,BLUE,271473987,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_optima-pic-2152410147965765447-152x114.jpeg,,Kia,5 seats,10,Optima,"185 hp @ 6,000 RPM",21490,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,75
836,Minivan,28,287,Black Alloy,19/06/20,WHITE,274416057,-72.6545,https://static.cargurus.com/images/forsale/2020/07/14/21/25/2020_chrysler_pacifica-pic-1589957611319473468-152x114.jpeg,,Chrysler,8 seats,12,Pacifica,"287 hp @ 6,400 RPM",30162,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Touring L FWD,FWD,Front-Wheel Drive,2020,19
837,SUV / Crossover,25,166,Brown (Beige),26/07/20,GREEN,277612339,-74.0493,https://static.cargurus.com/images/forsale/2020/08/13/08/20/2008_toyota_rav4-pic-6738748001995042837-152x114.jpeg,,Toyota,7 seats,156092,RAV4,"166 hp @ 6,000 RPM",5499,Magic Auto Sales,A,4-Speed Automatic,Base AWD,4WD,Four-Wheel Drive,2008,59
838,SUV / Crossover,,355,Cocoa/Mahogany,03/09/20,WHITE,281223808,-73.2587,https://static.cargurus.com/images/forsale/2020/09/04/01/03/2017_chevrolet_tahoe-pic-2682588943726407451-152x114.jpeg,,Chevrolet,8 seats,50683,Tahoe,"355 hp @ 5,600 RPM",44924,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,Premier 4WD,4WD,Four-Wheel Drive,2017,76
839,Sedan,37,180,Black,21/07/20,RED,277121768,-73.1055,https://static.cargurus.com/images/forsale/2020/08/01/22/40/2021_kia_k5-pic-5674264988020267009-152x114.jpeg,,Kia,5 seats,17,K5,"180 hp @ 5,500 RPM",25055,Generation Kia,A,8-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2021,58
840,SUV / Crossover,27,179,Brown (Beige),04/09/20,BLACK,281270987,-74.0493,https://static.cargurus.com/images/forsale/2020/09/03/21/10/2011_toyota_rav4-pic-5349331496705092248-152x114.jpeg,,Toyota,7 seats,147462,RAV4,"179 hp @ 6,000 RPM",7499,Magic Auto Sales,A,4-Speed Automatic,Base 4WD,4WD,Four-Wheel Drive,2011,24
841,SUV / Crossover,26,170,Gray,22/07/20,SILVER,277191606,-74.0493,https://static.cargurus.com/images/forsale/2020/07/21/20/16/2009_subaru_forester-pic-7777126442017817399-152x114.jpeg,,Subaru,5 seats,133282,Forester,"170 hp @ 6,000 RPM",5499,Magic Auto Sales,A,4-Speed Automatic,2.5 X Limited,AWD,All-Wheel Drive,2009,66
842,Sedan,32,185,Black,05/05/20,BLUE,271473988,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_optima-pic-1076758248888251035-152x114.jpeg,,Kia,5 seats,11,Optima,"185 hp @ 6,000 RPM",21490,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,30
843,SUV / Crossover,22,288,Brown (Tan),23/08/20,BLACK,280133192,-74.0493,https://static.cargurus.com/images/forsale/2020/08/22/20/30/2014_buick_enclave-pic-5291928540907184031-152x114.jpeg,,Buick,8 seats,118343,Enclave,"288 hp @ 6,300 RPM",13499,Magic Auto Sales,A,6-Speed Automatic,Premium AWD,AWD,All-Wheel Drive,2014,33
844,Sedan,23,275,Black,08/08/20,RED,278761226,-74.0493,https://static.cargurus.com/images/forsale/2020/08/07/20/19/2008_cadillac_dts-pic-5825819933714155819-152x114.jpeg,,Cadillac,6 seats,45523,DTS,"275 hp @ 6,000 RPM",6750,Magic Auto Sales,A,4-Speed Automatic,Luxury I FWD,FWD,Front-Wheel Drive,2008,62
845,Pickup Truck,20,285,Jet Black,03/09/20,SILVER,281134851,-73.2587,,,Chevrolet,6 seats,16061,Silverado 1500,"355 hp @ 5,600 RPM",35971,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,Custom Crew Cab 4WD,4WD,Four-Wheel Drive,2019,30
