entry_number,body_type,highway_fuel_economy,horsepower,interior_color,listed_date,listing_color,listing_id,longitude,main_picture_url,,make_name,maximum_seating,mileage,model_name,power,price,sp_name,transmission,transmission_display,trim_name,wheel_system,wheel_system_display,year,age_of_customer
846,Sedan,36,160,Jet Black,27/08/20,BLACK,280421867,-73.2587,,,Chevrolet,5 seats,,Malibu,"160 hp @ 5,700 RPM",20719,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LS FWD,FWD,Front-Wheel Drive,2020,31
847,Sedan,37,180,Black,23/08/20,WHITE,280152146,-73.1055,,,Kia,5 seats,14,K5,"180 hp @ 5,500 RPM",25055,Generation Kia,A,8-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2021,29
848,SUV / Crossover,,181,Black,22/05/20,RED,272418039,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-6617237128199233287-152x114.jpeg,,Kia,5 seats,10,Sportage,"181 hp @ 6,000 RPM",28340,Generation Kia,A,6-Speed Automatic Overdrive,EX AWD,AWD,All-Wheel Drive,2020,76
849,Sedan,31,201,Black (Ebony),31/07/20,WHITE,278038567,-72.6545,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2012_acura_tsx-pic-9875283609378406-152x114.jpeg,,Acura,5 seats,91839,TSX,"201 hp @ 7,000 RPM",11773,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Sedan FWD with Technology Package,FWD,Front-Wheel Drive,2012,72
850,Sedan,26,221,Brown (Beige),08/09/20,SILVER,281577753,-74.0493,https://static.cargurus.com/images/forsale/2020/09/08/08/24/2009_ford_fusion-pic-4822644087842098687-152x114.jpeg,,Ford,5 seats,92973,Fusion,"221 hp @ 6,250 RPM",4999,Magic Auto Sales,A,6-Speed Automatic,SEL V6,FWD,Front-Wheel Drive,2009,74
851,Sedan,36,160,Jet Black,02/09/20,BLACK,280984182,-73.2587,,,Chevrolet,5 seats,,Malibu,"160 hp @ 5,700 RPM",20719,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LS FWD,FWD,Front-Wheel Drive,2020,62
852,,,,Black,03/08/20,GRAY,278322889,-73.1055,https://static.cargurus.com/images/forsale/2020/08/08/22/34/2021_kia_k5-pic-5690093177148798044-152x114.jpeg,,Kia,,20,K5,,25610,Generation Kia,A,8-Speed Automatic,,,,2021,44
853,Pickup Truck,23,305,Diesel Gray/Black,20/08/20,WHITE,279790184,-72.6545,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2017_ram_1500-pic-6562066210115004376-152x114.jpeg,,RAM,6 seats,89019,1500,"395 hp @ 5,600 RPM",22933,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Express Quad Cab 4WD,4WD,Four-Wheel Drive,2017,38
854,Sedan,32,185,Black,05/05/20,SILVER,271473991,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_optima-pic-3050821417668917177-152x114.jpeg,,Kia,5 seats,10,Optima,"185 hp @ 6,000 RPM",21490,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,19
855,SUV / Crossover,25,295,Black,04/09/20,WHITE,281231776,-72.6545,https://static.cargurus.com/images/forsale/2020/08/20/13/08/2020_jeep_grand_cherokee-pic-8296414354476684881-152x114.jpeg,,Jeep,5 seats,0,Grand Cherokee,"360 hp @ 5,150 RPM",36124,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,37
856,SUV / Crossover,25,295,Black,02/09/20,WHITE,280966213,-72.6545,https://static.cargurus.com/images/forsale/2020/08/20/13/08/2020_jeep_grand_cherokee-pic-8296414354476684881-152x114.jpeg,,Jeep,5 seats,0,Grand Cherokee,"295 hp @ 6,400 RPM",36124,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,21
857,Wagon,26,175,Gray,08/08/20,GREEN,278761231,-74.0493,https://static.cargurus.com/images/forsale/2020/08/07/20/19/2006_subaru_outback-pic-4292559666519326254-152x114.jpeg,,Subaru,5 seats,153898,Outback,"175 hp @ 6,000 RPM",3499,Magic Auto Sales,A,4-Speed Automatic,2.5i Wagon AWD,AWD,All-Wheel Drive,2006,74
858,,,,Black,03/08/20,SILVER,278322893,-73.1055,https://static.cargurus.com/images/forsale/2020/08/08/22/34/2021_kia_k5-pic-7988761081777892972-152x114.jpeg,,Kia,,16,K5,,25610,Generation Kia,A,8-Speed Automatic,,,,2021,40
859,SUV / Crossover,,181,Black,15/05/20,WHITE,272031477,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-6511409267662268803-152x114.jpeg,,Kia,5 seats,9,Sportage,"181 hp @ 6,000 RPM",28440,Generation Kia,A,6-Speed Automatic Overdrive,EX AWD,AWD,All-Wheel Drive,2020,41
860,SUV / Crossover,27,172,Black,01/09/20,SILVER,280887327,-74.0493,https://static.cargurus.com/images/forsale/2020/08/31/20/21/2013_jeep_patriot-pic-401634789557997163-152x114.jpeg,,Jeep,5 seats,96473,Patriot,"172 hp @ 6,000 RPM",7999,Magic Auto Sales,CVT,Continuously Variable Transmission,Limited,FWD,Front-Wheel Drive,2013,58
861,SUV / Crossover,31,146,None,06/09/20,BLACK,281509942,-73.1055,,,Kia,5 seats,2,Seltos,"146 hp @ 6,200 RPM",25145,Generation Kia,A,Automatic,S AWD,AWD,All-Wheel Drive,2021,29
862,SUV / Crossover,,181,Black,02/11/18,BLACK,223144728,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2019_kia_sportage-pic-344589947032132396-152x114.jpeg,,Kia,5 seats,1160,Sportage,"181 hp @ 6,000 RPM",21595,Generation Kia,A,6-Speed Automatic Overdrive,LX AWD,AWD,All-Wheel Drive,2019,54
863,Coupe,25,375,Black,28/07/20,BLACK,277732059,-73.2587,https://static.cargurus.com/images/forsale/2020/09/05/00/51/2017_dodge_challenger-pic-5487890651695244015-152x114.jpeg,,Dodge,5 seats,28369,Challenger,"375 hp @ 5,150 RPM",31303,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,R/T Plus RWD,RWD,Rear-Wheel Drive,2017,70
864,Sedan,30,211,Cream,25/08/20,BLUE,280208403,-74.0493,https://static.cargurus.com/images/forsale/2020/08/24/20/27/2013_audi_a4-pic-1388546652658818977-152x114.jpeg,,Audi,5 seats,114778,A4,"211 hp @ 4,300 RPM",9499,Magic Auto Sales,A,8-Speed Automatic,2.0T quattro Premium Sedan AWD,AWD,All-Wheel Drive,2013,23
865,SUV / Crossover,25,310,Jet Black,05/08/20,BLACK,278451689,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_cadillac_xt5-pic-5341516882700094545-152x114.jpeg,,Cadillac,5 seats,5355,XT5,"310 hp @ 6,700 RPM",36924,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,AWD,4WD,Four-Wheel Drive,2019,65
866,,,,Black,03/08/20,GRAY,278322894,-73.1055,https://static.cargurus.com/images/forsale/2020/08/08/22/34/2021_kia_k5-pic-3636219316930369732-152x114.jpeg,,Kia,,18,K5,,25610,Generation Kia,A,8-Speed Automatic,,,,2021,25
867,Pickup Truck,20,285,Jet Black,03/09/20,BLACK,281134852,-73.2587,,,Chevrolet,6 seats,12064,Silverado 1500,"355 hp @ 5,600 RPM",36377,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,Custom Crew Cab 4WD,4WD,Four-Wheel Drive,2019,79
868,SUV / Crossover,27,271,Black,15/02/20,GRAY,265980997,-72.6545,https://static.cargurus.com/images/forsale/2020/03/20/09/25/2020_jeep_cherokee-pic-8121288049101302041-152x114.jpeg,,Jeep,5 seats,24,Cherokee,"270 hp @ 5,250 RPM",30279,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,21
869,SUV / Crossover,27,179,Cream,16/07/20,SILVER,276686941,-74.0493,https://static.cargurus.com/images/forsale/2020/07/25/20/05/2009_toyota_rav4-pic-933537753053278346-152x114.jpeg,,Toyota,7 seats,182093,RAV4,"179 hp @ 6,000 RPM",5250,Magic Auto Sales,A,4-Speed Automatic,Base 4WD,4WD,Four-Wheel Drive,2009,54
870,SUV / Crossover,40,139,Black (Charcoal),30/08/20,WHITE,280825430,-73.1055,,,Kia,5 seats,2,Niro,,28502,Generation Kia,Dual Clutch,6-Speed Dual Clutch,Touring FWD,FWD,Front-Wheel Drive,2020,38
871,SUV / Crossover,,317,Black (Charcoal),02/09/20,UNKNOWN,281088373,-73.2587,https://static.cargurus.com/images/forsale/2020/09/03/00/16/2012_nissan_armada-pic-1063502669351984883-152x114.jpeg,,Nissan,8 seats,98539,Armada,"317 hp @ 5,200 RPM",16519,Atlantic Chevrolet Cadillac,A,5-Speed Automatic Overdrive,Platinum 4WD,4WD,Four-Wheel Drive,2012,65
872,Sedan,30,201,Brown (Beige),21/08/20,GRAY,279904087,-74.0493,https://static.cargurus.com/images/forsale/2020/08/20/20/31/2010_acura_tsx-pic-2953147697463639600-152x114.jpeg,,Acura,5 seats,152787,TSX,"201 hp @ 7,000 RPM",6499,Magic Auto Sales,A,5-Speed Automatic,Sedan FWD with Technology Package,FWD,Front-Wheel Drive,2010,24
873,Sedan,36,160,Jet Black,02/09/20,SILVER,280984186,-73.2587,,,Chevrolet,5 seats,,Malibu,"160 hp @ 5,700 RPM",20719,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LS FWD,FWD,Front-Wheel Drive,2020,79
874,SUV / Crossover,,181,Black,11/05/20,BLACK,271778799,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-3503272917649553260-152x114.jpeg,,Kia,5 seats,6,Sportage,"181 hp @ 6,000 RPM",28590,Generation Kia,A,6-Speed Automatic Overdrive,S AWD,AWD,All-Wheel Drive,2020,66
875,Sedan,36,160,Jet Black,02/09/20,WHITE,280984183,-73.2587,,,Chevrolet,5 seats,,Malibu,"160 hp @ 5,700 RPM",20719,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LS FWD,FWD,Front-Wheel Drive,2020,41
876,SUV / Crossover,23,285,Black,04/09/20,SILVER,281231771,-72.6545,https://content.homenetiol.com/2000096/2063606/640x480/76ac591c08c24353bae76fb12811e49b.jpg,,Jeep,5 seats,31701,Wrangler Unlimited,"270 hp @ 5,250 RPM",34993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Sport S 4WD,4WD,Four-Wheel Drive,2018,71
877,SUV / Crossover,27,271,Black,18/02/20,BLUE,266149943,-72.6545,https://static.cargurus.com/images/forsale/2020/03/20/09/25/2020_jeep_cherokee-pic-2409604965873748395-152x114.jpeg,,Jeep,5 seats,24,Cherokee,"270 hp @ 5,250 RPM",30279,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,78
878,Sedan,26,204,Brown (Beige),27/08/20,BLACK,280444121,-74.0493,https://static.cargurus.com/images/forsale/2020/08/26/20/18/2009_lexus_is_250-pic-5164149829314337581-152x114.jpeg,,Lexus,5 seats,157974,IS 250,"204 hp @ 6,400 RPM",5750,Magic Auto Sales,A,6-Speed Automatic,AWD,AWD,All-Wheel Drive,2009,22
879,SUV / Crossover,33,147,Black,14/07/20,GRAY,276525334,-73.1055,,,Kia,5 seats,11,Soul,"147 hp @ 6,200 RPM",21945,Generation Kia,A,Automatic,X-Line FWD,FWD,Front-Wheel Drive,2021,52
880,SUV / Crossover,,181,Gray,10/11/19,BLACK,257592792,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/01/45/2020_kia_sportage-pic-6452329633630630646-152x114.jpeg,,Kia,5 seats,6797,Sportage,"181 hp @ 6,000 RPM",21895,Generation Kia,A,6-Speed Automatic Overdrive,LX AWD,AWD,All-Wheel Drive,2020,40
881,SUV / Crossover,,201,Black,16/04/20,RED,270582465,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_soul-pic-6780199612213963073-152x114.jpeg,,Kia,5 seats,15,Soul,"201 hp @ 6,000 RPM",25730,Generation Kia,A,7-Speed Automatic,GT-Line Turbo FWD,FWD,Front-Wheel Drive,2020,49
882,SUV / Crossover,19,245,Brown (Beige),01/08/20,WHITE,278157421,-74.0493,https://static.cargurus.com/images/forsale/2020/08/17/20/18/2005_toyota_4runner-pic-6223996554973955491-152x114.jpeg,,Toyota,7 seats,181549,4Runner,"245 hp @ 5,200 RPM",6250,Magic Auto Sales,A,5-Speed Automatic,SR5 V6 4WD,4WD,Four-Wheel Drive,2005,50
883,SUV / Crossover,25,295,Brown (Light Frost Beige Black),05/09/20,WHITE,281429324,-72.6545,https://static.cargurus.com/images/forsale/2020/08/20/13/08/2020_jeep_grand_cherokee-pic-8296414354476684881-152x114.jpeg,,Jeep,5 seats,0,Grand Cherokee,"360 hp @ 5,150 RPM",36124,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,55
884,SUV / Crossover,,181,Black,15/05/20,BLACK,272031482,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-5918044653679203650-152x114.jpeg,,Kia,5 seats,9,Sportage,"181 hp @ 6,000 RPM",28590,Generation Kia,A,6-Speed Automatic Overdrive,S AWD,AWD,All-Wheel Drive,2020,56
885,SUV / Crossover,,201,Black,24/02/20,GRAY,266782052,-73.1055,,,Kia,5 seats,10,Soul,"201 hp @ 6,000 RPM",25730,Generation Kia,A,7-Speed Automatic,GT-Line Turbo FWD,FWD,Front-Wheel Drive,2020,69
886,SUV / Crossover,25,295,Brown (Light Frost Beige Black),04/09/20,WHITE,281323668,-72.6545,https://static.cargurus.com/images/forsale/2020/08/20/13/08/2020_jeep_grand_cherokee-pic-8296414354476684881-152x114.jpeg,,Jeep,5 seats,0,Grand Cherokee,"360 hp @ 5,150 RPM",36124,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,39
887,SUV / Crossover,31,138,Black,22/01/20,BLACK,263769044,-73.2587,,,Chevrolet,5 seats,,Trax,"138 hp @ 4,900 RPM",21163,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LS FWD,FWD,Front-Wheel Drive,2020,58
888,SUV / Crossover,23,290,Black,30/08/20,SILVER,280805010,-74.0493,https://static.cargurus.com/images/forsale/2020/08/29/20/36/2013_ford_explorer-pic-4766604842615476518-152x114.jpeg,,Ford,7 seats,162681,Explorer,"290 hp @ 6,500 RPM",9999,Magic Auto Sales,A,6-Speed Automatic,XLT 4WD,AWD,All-Wheel Drive,2013,66
889,SUV / Crossover,27,179,Gray,04/09/20,BLACK,281270979,-74.0493,https://static.cargurus.com/images/forsale/2020/09/03/21/10/2011_toyota_rav4-pic-5742709584339251027-152x114.jpeg,,Toyota,7 seats,176012,RAV4,"179 hp @ 6,000 RPM",6499,Magic Auto Sales,A,4-Speed Automatic,Base 4WD,4WD,Four-Wheel Drive,2011,32
890,SUV / Crossover,46,139,Black (Charcoal),04/06/20,SILVER,273306181,-73.1055,,,Kia,5 seats,11,Niro,,25745,Generation Kia,Dual Clutch,6-Speed Dual Clutch,LXS FWD,FWD,Front-Wheel Drive,2020,28
891,Sedan,36,160,Jet Black,29/02/20,BLACK,267258605,-73.2587,,,Chevrolet,5 seats,22,Malibu,"160 hp @ 5,700 RPM",21166,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LS FWD,FWD,Front-Wheel Drive,2020,59
892,SUV / Crossover,,181,Black,15/05/20,BLACK,272031488,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-6068749818111663905-152x114.jpeg,,Kia,5 seats,10,Sportage,"181 hp @ 6,000 RPM",28590,Generation Kia,A,6-Speed Automatic Overdrive,S AWD,AWD,All-Wheel Drive,2020,43
893,SUV / Crossover,32,182,Black,30/08/20,UNKNOWN,280805013,-74.0493,https://static.cargurus.com/images/forsale/2020/08/29/20/36/2012_chevrolet_equinox-pic-5052411804353776451-152x114.jpeg,,Chevrolet,5 seats,105927,Equinox,"264 hp @ 6,950 RPM",8499,Magic Auto Sales,A,6-Speed Automatic,2LT FWD,FWD,Front-Wheel Drive,2012,23
894,SUV / Crossover,33,147,Black,16/07/20,RED,276687571,-73.1055,,,Kia,5 seats,4,Soul,"147 hp @ 6,200 RPM",21945,Generation Kia,A,Automatic,X-Line FWD,FWD,Front-Wheel Drive,2021,61
895,SUV / Crossover,22,355,Cocoa/Dune,02/09/20,WHITE,281088377,-73.2587,https://cdn.inventoryrsc.com/104199047_5f58464c36526670b40155fa.jpg?cargurus_image_modified_date=27DA16B5954175FC782FF9C0300C4A1C,,Chevrolet,8 seats,79921,Tahoe,"355 hp @ 5,600 RPM",30952,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT 4WD,4WD,Four-Wheel Drive,2015,39
896,Sedan,,141,Brown (Beige),01/08/20,BLACK,278157854,-74.0493,https://static.cargurus.com/images/forsale/2020/07/31/20/17/1989_chrysler_new_yorker-pic-6601206988260947176-152x114.jpeg,,Chrysler,6 seats,85114,New Yorker,"141 hp @ 5,000 RPM",2999,Magic Auto Sales,A,3-Speed Automatic,Landau,FWD,Front-Wheel Drive,1989,58
897,,,,Black,21/07/20,RED,277121778,-73.1055,https://static.cargurus.com/images/forsale/2020/08/01/22/40/2021_kia_k5-pic-1761447067919654684-152x114.jpeg,,Kia,,12,K5,,26055,Generation Kia,A,8-Speed Automatic,,,,2021,25
898,Minivan,28,287,Alloy Black,19/06/20,BLACK,274416056,-72.6545,https://static.cargurus.com/images/forsale/2020/07/10/21/40/2020_chrysler_pacifica-pic-5824640281640988587-152x114.jpeg,,Chrysler,8 seats,17,Pacifica,"287 hp @ 6,400 RPM",38816,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited FWD,FWD,Front-Wheel Drive,2020,69
899,Sedan,32,185,Black,16/04/20,WHITE,270582474,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_optima-pic-2881201935794005533-152x114.jpeg,,Kia,5 seats,8,Optima,"185 hp @ 6,000 RPM",21985,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,58
900,SUV / Crossover,,355,Black,04/07/20,BLACK,275794332,-74.0493,https://static.cargurus.com/images/forsale/2020/07/03/20/15/2016_chevrolet_suburban-pic-7005963891433876013-152x114.jpeg,,Chevrolet,8 seats,139209,Suburban,"355 hp @ 5,600 RPM",22500,Magic Auto Sales,A,6-Speed Automatic,1500 LT 4WD,4WD,Four-Wheel Drive,2016,56
901,SUV / Crossover,,170,Jet Black,01/09/20,BLACK,280958992,-73.2587,https://static.cargurus.com/images/forsale/2020/09/03/00/16/2018_chevrolet_equinox-pic-2795097021320947332-152x114.jpeg,,Chevrolet,5 seats,52859,Equinox,,16822,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1.5T LS FWD,FWD,Front-Wheel Drive,2018,38
902,Sedan,30,158,Gray,18/08/20,BLACK,279617858,-74.0493,https://static.cargurus.com/images/forsale/2020/08/18/08/12/2007_toyota_camry-pic-8477641170202548430-152x114.jpeg,,Toyota,5 seats,203544,Camry,"158 hp @ 6,000 RPM",3250,Magic Auto Sales,A,5-Speed Automatic,LE,FWD,Front-Wheel Drive,2007,34
903,SUV / Crossover,46,139,Black (Charcoal),25/08/20,SILVER,280240535,-73.1055,,,Kia,5 seats,10,Niro,,25745,Generation Kia,Dual Clutch,6-Speed Dual Clutch,LXS FWD,FWD,Front-Wheel Drive,2020,42
904,SUV / Crossover,40,139,Black (Charcoal),30/08/20,WHITE,280825429,-73.1055,,,Kia,5 seats,2,Niro,,28675,Generation Kia,Dual Clutch,6-Speed Dual Clutch,Touring FWD,FWD,Front-Wheel Drive,2020,27
905,SUV / Crossover,23,285,Black,24/03/20,BLACK,269366394,-72.6545,https://static.cargurus.com/images/forsale/2020/05/11/18/16/2020_jeep_wrangler-pic-1360882423069764209-152x114.jpeg,,Jeep,4 seats,17,Wrangler,"270 hp @ 5,250 RPM",36269,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Sport S 4WD,4WD,Four-Wheel Drive,2020,63
906,Sedan,25,240,Brown (Beige),26/07/20,BLACK,277664078,-74.0493,https://static.cargurus.com/images/forsale/2020/08/23/08/20/2010_mercury_milan-pic-8208583272449163176-152x114.jpeg,,Mercury,5 seats,122122,Milan,"240 hp @ 6,550 RPM",5750,Magic Auto Sales,A,6-Speed Automatic,V6 Premier AWD,AWD,All-Wheel Drive,2010,60
907,SUV / Crossover,17,232,Black,07/08/20,BLACK,278655142,-74.0493,https://static.cargurus.com/images/forsale/2020/08/06/20/41/2004_mercedes-benz_m-class-pic-855313350471240571-152x114.jpeg,,Mercedes-Benz,7 seats,115454,M-Class,"232 hp @ 5,750 RPM",3750,Magic Auto Sales,A,5-Speed Automatic,ML 350 4MATIC,AWD,All-Wheel Drive,2004,58
908,SUV / Crossover,29,138,Black,15/11/19,BLACK,257966641,-73.2587,,,Chevrolet,5 seats,,Trax,"138 hp @ 4,900 RPM",21200,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LS AWD,AWD,All-Wheel Drive,2020,65
909,SUV / Crossover,,181,Black,03/09/20,UNKNOWN,281158045,-73.1055,,,Kia,5 seats,13,Sportage,"181 hp @ 6,000 RPM",29065,Generation Kia,A,6-Speed Automatic Overdrive,EX AWD,AWD,All-Wheel Drive,2021,53
910,SUV / Crossover,29,138,Black,27/09/19,WHITE,253449605,-73.2587,https://static.cargurus.com/images/forsale/2020/05/07/16/26/2020_chevrolet_trax-pic-5928168729972745163-152x114.jpeg,,Chevrolet,5 seats,,Trax,"138 hp @ 4,900 RPM",21200,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LS AWD,AWD,All-Wheel Drive,2020,61
911,Sedan,40,147,Black,14/07/20,WHITE,276525336,-73.1055,,,Kia,5 seats,1,Forte,"147 hp @ 6,200 RPM",21985,Generation Kia,A,Automatic,EX FWD,FWD,Front-Wheel Drive,2020,46
912,SUV / Crossover,16,240,Brown (Beige),12/07/20,UNKNOWN,276430202,-74.0493,https://static.cargurus.com/images/forsale/2020/07/11/20/16/2001_toyota_sequoia-pic-5363010971961576725-152x114.jpeg,,Toyota,8 seats,121622,Sequoia,"240 hp @ 4,800 RPM",4499,Magic Auto Sales,A,4-Speed Automatic,SR5 4WD,4WD,Four-Wheel Drive,2001,34
913,Pickup Truck,24,308,Jet Black,29/07/20,BLACK,277870317,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2017_chevrolet_colorado-pic-6079200100450309641-152x114.jpeg,,Chevrolet,5 seats,35222,Colorado,"181 hp @ 3,400 RPM",30439,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,LT Crew Cab 4WD,4WD,Four-Wheel Drive,2017,79
914,Sedan,33,300,Black,30/08/20,BLUE,280805014,-74.0493,https://static.cargurus.com/images/forsale/2020/08/29/20/36/2012_bmw_3_series-pic-6528237522922975816-152x114.jpeg,,BMW,5 seats,97535,3 Series,"300 hp @ 5,800 RPM",11999,Magic Auto Sales,A,8-Speed Automatic,335i Sedan RWD,RWD,Rear-Wheel Drive,2012,70
915,Sedan,22,275,Gray,29/08/20,BLACK,280750627,-74.0493,https://static.cargurus.com/images/forsale/2020/08/29/08/30/2000_mercedes-benz_s-class-pic-5484433873795217961-152x114.jpeg,,Mercedes-Benz,5 seats,94949,S-Class,"275 hp @ 5,750 RPM",4499,Magic Auto Sales,A,5-Speed Automatic,S 430,RWD,Rear-Wheel Drive,2000,33
916,Sedan,40,153,Jet Black,01/09/20,UNKNOWN,280959004,-73.2587,https://static.cargurus.com/images/forsale/2020/09/02/03/19/2017_chevrolet_cruze-pic-317825168317642510-152x114.jpeg,,Chevrolet,5 seats,37979,Cruze,"153 hp @ 5,600 RPM",14639,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LT Sedan FWD,FWD,Front-Wheel Drive,2017,26
917,SUV / Crossover,,201,Black,20/03/20,BLACK,269130914,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_soul-pic-6873637123887359568-152x114.jpeg,,Kia,5 seats,12,Soul,"201 hp @ 6,000 RPM",26075,Generation Kia,A,7-Speed Automatic,GT-Line Turbo FWD,FWD,Front-Wheel Drive,2020,46
918,SUV / Crossover,33,147,Black,09/08/20,BLUE,278880554,-73.1055,,,Kia,5 seats,3,Soul,"147 hp @ 6,200 RPM",22040,Generation Kia,A,Automatic,GT-Line FWD,FWD,Front-Wheel Drive,2021,19
919,SUV / Crossover,27,271,Black,14/02/20,BLUE,265852146,-72.6545,https://static.cargurus.com/images/forsale/2020/07/10/21/40/2020_jeep_cherokee-pic-1691976825664650010-152x114.jpeg,,Jeep,5 seats,1,Cherokee,"270 hp @ 5,250 RPM",30722,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,55
920,SUV / Crossover,46,139,Gray,31/05/20,WHITE,273043960,-73.1055,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_niro-pic-2020411542497965623-152x114.jpeg,,Kia,5 seats,9,Niro,,26140,Generation Kia,Dual Clutch,6-Speed Dual Clutch,LXS FWD,FWD,Front-Wheel Drive,2020,50
921,SUV / Crossover,27,271,Black,20/12/19,GRAY,261179331,-72.6545,https://static.cargurus.com/images/forsale/2020/06/17/17/16/2020_jeep_cherokee-pic-680652141926408667-152x114.jpeg,,Jeep,5 seats,1,Cherokee,"270 hp @ 5,250 RPM",30721,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,49
922,SUV / Crossover,25,295,Black,28/08/20,WHITE,280535096,-72.6545,https://static.cargurus.com/images/forsale/2020/08/20/13/08/2020_jeep_grand_cherokee-pic-8296414354476684881-152x114.jpeg,,Jeep,5 seats,0,Grand Cherokee,"360 hp @ 5,150 RPM",38730,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,79
