entry_number,body_type,listed_date,main_picture_url,,make_name,maximum_seating,mileage,model_name,power,price,sp_name,transmission,transmission_display,trim_name,wheel_system,wheel_system_display,year,age_of_customer
805,Wagon,15/08/20,https://static.cargurus.com/images/forsale/2020/08/20/02/46/2018_kia_soul-pic-88968103727810990-152x114.jpeg,,Kia,5 seats,43171,Soul,"130 hp @ 6,300 RPM",13219,Generation Kia,A,6-Speed Automatic,Base,FWD,Front-Wheel Drive,2018,56
806,Sedan,03/08/20,https://static.cargurus.com/images/forsale/2020/08/08/22/34/2021_kia_k5-pic-5278141741294684152-152x114.jpeg,,Kia,5 seats,17,K5,"180 hp @ 5,500 RPM",24610,Generation Kia,A,8-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2021,55
807,SUV / Crossover,23/08/20,https://static.cargurus.com/images/forsale/2020/08/28/21/13/2014_cadillac_escalade_esv-pic-6273997821350606732-152x114.jpeg,,Cadillac,8 seats,80286,Escalade ESV,"403 hp @ 5,700 RPM",27593,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Premium 4WD,AWD,All-Wheel Drive,2014,57
808,SUV / Crossover,26/08/20,https://static.cargurus.com/images/forsale/2020/08/26/08/21/2010_ford_edge-pic-5854527542409804842-152x114.jpeg,,Ford,5 seats,126550,Edge,"265 hp @ 6,250 RPM",5999,Magic Auto Sales,A,6-Speed Automatic,SEL AWD,AWD,All-Wheel Drive,2010,56
809,Sedan,03/08/20,https://static.cargurus.com/images/forsale/2020/08/08/22/34/2021_kia_k5-pic-3710234214583601440-152x114.jpeg,,Kia,5 seats,17,K5,"180 hp @ 5,500 RPM",24610,Generation Kia,A,8-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2021,36
810,Pickup Truck,01/09/20,https://static.cargurus.com/images/forsale/2020/09/04/08/26/2018_chevrolet_silverado_1500-pic-4829507596550328194-152x114.jpeg,,Chevrolet,6 seats,25509,Silverado 1500,"355 hp @ 5,600 RPM",34539,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT Double Cab 4WD,4WD,Four-Wheel Drive,2018,58
811,SUV / Crossover,01/09/20,,,Chevrolet,8 seats,39764,Traverse,"310 hp @ 6,800 RPM",24272,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,LS FWD,FWD,Front-Wheel Drive,2018,57
812,Van,17/07/20,https://static.cargurus.com/images/forsale/2020/08/13/21/17/2020_ram_promaster_city-pic-2014274019650846798-152x114.jpeg,,RAM,2 seats,1,ProMaster City,"178 hp @ 6,400 RPM",20155,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Tradesman Cargo Van FWD,FWD,Front-Wheel Drive,2020,56
813,Van,27/06/20,https://static.cargurus.com/images/forsale/2020/08/04/21/11/2020_ram_promaster_city-pic-2179559898011682931-152x114.jpeg,,RAM,2 seats,11,ProMaster City,"178 hp @ 6,400 RPM",20163,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Tradesman Cargo Van FWD,FWD,Front-Wheel Drive,2020,52
814,Sedan,24/07/20,https://static.cargurus.com/images/forsale/2020/08/25/08/25/2013_subaru_legacy-pic-3834282905307065143-152x114.jpeg,,Subaru,5 seats,107611,Legacy,"173 hp @ 5,600 RPM",6999,Magic Auto Sales,CVT,Continuously Variable Transmission,2.5i,AWD,All-Wheel Drive,2013,55
815,Sedan,16/04/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_optima-pic-7689339292113119609-152x114.jpeg,,Kia,5 seats,13,Optima,"185 hp @ 6,000 RPM",21490,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,20
816,SUV / Crossover,22/08/20,,,Chevrolet,8 seats,41420,Suburban,"355 hp @ 5,600 RPM",41823,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1500 LT 4WD,4WD,Four-Wheel Drive,2019,63
817,SUV / Crossover,04/09/20,https://static.cargurus.com/images/forsale/2020/09/03/21/10/2007_jeep_grand_cherokee-pic-3494486410589916351-152x114.jpeg,,Jeep,5 seats,151228,Grand Cherokee,"210 hp @ 5,200 RPM",4750,Magic Auto Sales,A,5-Speed Automatic,Laredo 4WD,4WD,Four-Wheel Drive,2007,54
818,SUV / Crossover,16/07/20,https://static.cargurus.com/images/forsale/2020/07/28/20/21/2008_toyota_rav4-pic-2076902920519136527-152x114.jpeg,,Toyota,7 seats,116295,RAV4,"166 hp @ 6,000 RPM",6650,Magic Auto Sales,A,4-Speed Automatic,Base AWD,4WD,Four-Wheel Drive,2008,73
819,Sedan,09/08/20,https://static.cargurus.com/images/forsale/2020/08/08/20/12/2010_volvo_s80-pic-7781811255115831047-152x114.jpeg,,Volvo,5 seats,91883,S80,"225 hp @ 6,200 RPM",6999,Magic Auto Sales,A,5-Speed Automatic,3.2,FWD,Front-Wheel Drive,2010,36
820,Van,13/11/19,https://static.cargurus.com/images/forsale/2020/03/20/09/25/2020_ram_promaster-pic-6474319042735166498-152x114.jpeg,,RAM,3 seats,18,ProMaster,"280 hp @ 6,400 RPM",30029,Gengras Chrysler Dodge Jeep Ram,A,Automatic,1500 136 High Roof Cargo Van FWD,FWD,Front-Wheel Drive,2020,70
821,SUV / Crossover,27/08/20,https://static.cargurus.com/images/forsale/2020/08/26/20/18/2010_subaru_forester-pic-4355737221483251956-152x114.jpeg,,Subaru,5 seats,109034,Forester,"170 hp @ 6,000 RPM",7250,Magic Auto Sales,A,4-Speed Automatic,2.5 X Premium,AWD,All-Wheel Drive,2010,65
822,Sedan,20/04/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_optima-pic-2189259870406650681-152x114.jpeg,,Kia,5 seats,13,Optima,"185 hp @ 6,000 RPM",21490,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,48
823,Minivan,15/02/20,,,Kia,8 seats,98,Sedona,"276 hp @ 6,000 RPM",28245,Generation Kia,A,8-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,24
824,SUV / Crossover,06/09/20,,,Kia,5 seats,2,Seltos,"146 hp @ 6,200 RPM",24800,Generation Kia,A,Automatic,S AWD,AWD,All-Wheel Drive,2021,60
825,Sedan,28/08/20,https://static.cargurus.com/images/forsale/2020/09/01/21/19/2019_subaru_wrx_sti-pic-4000183793307124184-152x114.jpeg,,Subaru,5 seats,11048,WRX STI,"310 hp @ 6,000 RPM",35443,Gengras Chrysler Dodge Jeep Ram,M,Manual,AWD,AWD,All-Wheel Drive,2019,77
826,Sedan,27/08/20,,,Chevrolet,5 seats,,Malibu,"160 hp @ 5,700 RPM",20719,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LS FWD,FWD,Front-Wheel Drive,2020,61
827,SUV / Crossover,06/09/20,https://static.cargurus.com/images/forsale/2020/09/05/21/02/2006_honda_pilot-pic-9152216322204022518-152x114.jpeg,,Honda,8 seats,220355,Pilot,"244 hp @ 5,750 RPM",2750,Magic Auto Sales,A,5-Speed Automatic,LX AWD,4WD,Four-Wheel Drive,2006,43
828,Minivan,19/06/20,https://static.cargurus.com/images/forsale/2020/07/14/21/25/2020_chrysler_pacifica-pic-779172337323910557-152x114.jpeg,,Chrysler,8 seats,19,Pacifica,"287 hp @ 6,400 RPM",30162,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Touring L FWD,FWD,Front-Wheel Drive,2020,31
829,SUV / Crossover,04/09/20,,,Kia,5 seats,1,Niro,,24640,Generation Kia,Dual Clutch,6-Speed Dual Clutch,LX FWD,FWD,Front-Wheel Drive,2020,76
830,SUV / Crossover,02/09/20,,,Chevrolet,8 seats,41436,Tahoe,"355 hp @ 5,600 RPM",41872,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT 4WD,4WD,Four-Wheel Drive,2017,32
831,SUV / Crossover,28/08/20,https://static.cargurus.com/images/forsale/2020/08/28/07/30/2019_cadillac_xt5-pic-6038567896643630613-152x114.jpeg,,Cadillac,5 seats,55711,XT5,"310 hp @ 6,700 RPM",29723,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,Premium Luxury FWD,FWD,Front-Wheel Drive,2019,42
832,SUV / Crossover,11/05/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-357860894278409624-152x114.jpeg,,Kia,5 seats,12,Sportage,"181 hp @ 6,000 RPM",28195,Generation Kia,A,6-Speed Automatic Overdrive,S AWD,AWD,All-Wheel Drive,2020,59
833,SUV / Crossover,28/08/20,https://static.cargurus.com/images/forsale/2020/08/17/21/24/2021_jeep_compass-pic-7988378314667119059-152x114.jpeg,,Jeep,,0,Compass,,30169,Gengras Chrysler Dodge Jeep Ram,A,Automatic,,,,2021,22
834,Sedan,17/06/19,https://static.cargurus.com/images/forsale/2020/09/01/20/20/2017_hyundai_sonata-pic-4248794450256025876-152x114.jpeg,,Hyundai,5 seats,103195,Sonata,"185 hp @ 6,000 RPM",9250,Magic Auto Sales,A,6-Speed Automatic,SE FWD,FWD,Front-Wheel Drive,2017,72
835,Sedan,05/05/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_optima-pic-2152410147965765447-152x114.jpeg,,Kia,5 seats,10,Optima,"185 hp @ 6,000 RPM",21490,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,75
836,Minivan,19/06/20,https://static.cargurus.com/images/forsale/2020/07/14/21/25/2020_chrysler_pacifica-pic-1589957611319473468-152x114.jpeg,,Chrysler,8 seats,12,Pacifica,"287 hp @ 6,400 RPM",30162,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Touring L FWD,FWD,Front-Wheel Drive,2020,19
837,SUV / Crossover,26/07/20,https://static.cargurus.com/images/forsale/2020/08/13/08/20/2008_toyota_rav4-pic-6738748001995042837-152x114.jpeg,,Toyota,7 seats,156092,RAV4,"166 hp @ 6,000 RPM",5499,Magic Auto Sales,A,4-Speed Automatic,Base AWD,4WD,Four-Wheel Drive,2008,59
838,SUV / Crossover,03/09/20,https://static.cargurus.com/images/forsale/2020/09/04/01/03/2017_chevrolet_tahoe-pic-2682588943726407451-152x114.jpeg,,Chevrolet,8 seats,50683,Tahoe,"355 hp @ 5,600 RPM",44924,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,Premier 4WD,4WD,Four-Wheel Drive,2017,76
839,Sedan,21/07/20,https://static.cargurus.com/images/forsale/2020/08/01/22/40/2021_kia_k5-pic-5674264988020267009-152x114.jpeg,,Kia,5 seats,17,K5,"180 hp @ 5,500 RPM",25055,Generation Kia,A,8-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2021,58
840,SUV / Crossover,04/09/20,https://static.cargurus.com/images/forsale/2020/09/03/21/10/2011_toyota_rav4-pic-5349331496705092248-152x114.jpeg,,Toyota,7 seats,147462,RAV4,"179 hp @ 6,000 RPM",7499,Magic Auto Sales,A,4-Speed Automatic,Base 4WD,4WD,Four-Wheel Drive,2011,24
841,SUV / Crossover,22/07/20,https://static.cargurus.com/images/forsale/2020/07/21/20/16/2009_subaru_forester-pic-7777126442017817399-152x114.jpeg,,Subaru,5 seats,133282,Forester,"170 hp @ 6,000 RPM",5499,Magic Auto Sales,A,4-Speed Automatic,2.5 X Limited,AWD,All-Wheel Drive,2009,66
842,Sedan,05/05/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_optima-pic-1076758248888251035-152x114.jpeg,,Kia,5 seats,11,Optima,"185 hp @ 6,000 RPM",21490,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,30
843,SUV / Crossover,23/08/20,https://static.cargurus.com/images/forsale/2020/08/22/20/30/2014_buick_enclave-pic-5291928540907184031-152x114.jpeg,,Buick,8 seats,118343,Enclave,"288 hp @ 6,300 RPM",13499,Magic Auto Sales,A,6-Speed Automatic,Premium AWD,AWD,All-Wheel Drive,2014,33
844,Sedan,08/08/20,https://static.cargurus.com/images/forsale/2020/08/07/20/19/2008_cadillac_dts-pic-5825819933714155819-152x114.jpeg,,Cadillac,6 seats,45523,DTS,"275 hp @ 6,000 RPM",6750,Magic Auto Sales,A,4-Speed Automatic,Luxury I FWD,FWD,Front-Wheel Drive,2008,62
845,Pickup Truck,03/09/20,,,Chevrolet,6 seats,16061,Silverado 1500,"355 hp @ 5,600 RPM",35971,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,Custom Crew Cab 4WD,4WD,Four-Wheel Drive,2019,30
846,Sedan,27/08/20,,,Chevrolet,5 seats,,Malibu,"160 hp @ 5,700 RPM",20719,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LS FWD,FWD,Front-Wheel Drive,2020,31
847,Sedan,23/08/20,,,Kia,5 seats,14,K5,"180 hp @ 5,500 RPM",25055,Generation Kia,A,8-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2021,29
848,SUV / Crossover,22/05/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-6617237128199233287-152x114.jpeg,,Kia,5 seats,10,Sportage,"181 hp @ 6,000 RPM",28340,Generation Kia,A,6-Speed Automatic Overdrive,EX AWD,AWD,All-Wheel Drive,2020,76
849,Sedan,31/07/20,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2012_acura_tsx-pic-9875283609378406-152x114.jpeg,,Acura,5 seats,91839,TSX,"201 hp @ 7,000 RPM",11773,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Sedan FWD with Technology Package,FWD,Front-Wheel Drive,2012,72
850,Sedan,08/09/20,https://static.cargurus.com/images/forsale/2020/09/08/08/24/2009_ford_fusion-pic-4822644087842098687-152x114.jpeg,,Ford,5 seats,92973,Fusion,"221 hp @ 6,250 RPM",4999,Magic Auto Sales,A,6-Speed Automatic,SEL V6,FWD,Front-Wheel Drive,2009,74
851,Sedan,02/09/20,,,Chevrolet,5 seats,,Malibu,"160 hp @ 5,700 RPM",20719,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LS FWD,FWD,Front-Wheel Drive,2020,62
852,,03/08/20,https://static.cargurus.com/images/forsale/2020/08/08/22/34/2021_kia_k5-pic-5690093177148798044-152x114.jpeg,,Kia,,20,K5,,25610,Generation Kia,A,8-Speed Automatic,,,,2021,44
853,Pickup Truck,20/08/20,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2017_ram_1500-pic-6562066210115004376-152x114.jpeg,,RAM,6 seats,89019,1500,"395 hp @ 5,600 RPM",22933,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Express Quad Cab 4WD,4WD,Four-Wheel Drive,2017,38
854,Sedan,05/05/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_optima-pic-3050821417668917177-152x114.jpeg,,Kia,5 seats,10,Optima,"185 hp @ 6,000 RPM",21490,Generation Kia,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2020,19
855,SUV / Crossover,04/09/20,https://static.cargurus.com/images/forsale/2020/08/20/13/08/2020_jeep_grand_cherokee-pic-8296414354476684881-152x114.jpeg,,Jeep,5 seats,0,Grand Cherokee,"360 hp @ 5,150 RPM",36124,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,37
856,SUV / Crossover,02/09/20,https://static.cargurus.com/images/forsale/2020/08/20/13/08/2020_jeep_grand_cherokee-pic-8296414354476684881-152x114.jpeg,,Jeep,5 seats,0,Grand Cherokee,"295 hp @ 6,400 RPM",36124,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,21
857,Wagon,08/08/20,https://static.cargurus.com/images/forsale/2020/08/07/20/19/2006_subaru_outback-pic-4292559666519326254-152x114.jpeg,,Subaru,5 seats,153898,Outback,"175 hp @ 6,000 RPM",3499,Magic Auto Sales,A,4-Speed Automatic,2.5i Wagon AWD,AWD,All-Wheel Drive,2006,74
858,,03/08/20,https://static.cargurus.com/images/forsale/2020/08/08/22/34/2021_kia_k5-pic-7988761081777892972-152x114.jpeg,,Kia,,16,K5,,25610,Generation Kia,A,8-Speed Automatic,,,,2021,40
859,SUV / Crossover,15/05/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-6511409267662268803-152x114.jpeg,,Kia,5 seats,9,Sportage,"181 hp @ 6,000 RPM",28440,Generation Kia,A,6-Speed Automatic Overdrive,EX AWD,AWD,All-Wheel Drive,2020,41
860,SUV / Crossover,01/09/20,https://static.cargurus.com/images/forsale/2020/08/31/20/21/2013_jeep_patriot-pic-401634789557997163-152x114.jpeg,,Jeep,5 seats,96473,Patriot,"172 hp @ 6,000 RPM",7999,Magic Auto Sales,CVT,Continuously Variable Transmission,Limited,FWD,Front-Wheel Drive,2013,58
861,SUV / Crossover,06/09/20,,,Kia,5 seats,2,Seltos,"146 hp @ 6,200 RPM",25145,Generation Kia,A,Automatic,S AWD,AWD,All-Wheel Drive,2021,29
862,SUV / Crossover,02/11/18,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2019_kia_sportage-pic-344589947032132396-152x114.jpeg,,Kia,5 seats,1160,Sportage,"181 hp @ 6,000 RPM",21595,Generation Kia,A,6-Speed Automatic Overdrive,LX AWD,AWD,All-Wheel Drive,2019,54
863,Coupe,28/07/20,https://static.cargurus.com/images/forsale/2020/09/05/00/51/2017_dodge_challenger-pic-5487890651695244015-152x114.jpeg,,Dodge,5 seats,28369,Challenger,"375 hp @ 5,150 RPM",31303,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,R/T Plus RWD,RWD,Rear-Wheel Drive,2017,70
864,Sedan,25/08/20,https://static.cargurus.com/images/forsale/2020/08/24/20/27/2013_audi_a4-pic-1388546652658818977-152x114.jpeg,,Audi,5 seats,114778,A4,"211 hp @ 4,300 RPM",9499,Magic Auto Sales,A,8-Speed Automatic,2.0T quattro Premium Sedan AWD,AWD,All-Wheel Drive,2013,23
865,SUV / Crossover,05/08/20,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_cadillac_xt5-pic-5341516882700094545-152x114.jpeg,,Cadillac,5 seats,5355,XT5,"310 hp @ 6,700 RPM",36924,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,AWD,4WD,Four-Wheel Drive,2019,65
866,,03/08/20,https://static.cargurus.com/images/forsale/2020/08/08/22/34/2021_kia_k5-pic-3636219316930369732-152x114.jpeg,,Kia,,18,K5,,25610,Generation Kia,A,8-Speed Automatic,,,,2021,25
867,Pickup Truck,03/09/20,,,Chevrolet,6 seats,12064,Silverado 1500,"355 hp @ 5,600 RPM",36377,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,Custom Crew Cab 4WD,4WD,Four-Wheel Drive,2019,79
868,SUV / Crossover,15/02/20,https://static.cargurus.com/images/forsale/2020/03/20/09/25/2020_jeep_cherokee-pic-8121288049101302041-152x114.jpeg,,Jeep,5 seats,24,Cherokee,"270 hp @ 5,250 RPM",30279,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,21
869,SUV / Crossover,16/07/20,https://static.cargurus.com/images/forsale/2020/07/25/20/05/2009_toyota_rav4-pic-933537753053278346-152x114.jpeg,,Toyota,7 seats,182093,RAV4,"179 hp @ 6,000 RPM",5250,Magic Auto Sales,A,4-Speed Automatic,Base 4WD,4WD,Four-Wheel Drive,2009,54
870,SUV / Crossover,30/08/20,,,Kia,5 seats,2,Niro,,28502,Generation Kia,Dual Clutch,6-Speed Dual Clutch,Touring FWD,FWD,Front-Wheel Drive,2020,38
871,SUV / Crossover,02/09/20,https://static.cargurus.com/images/forsale/2020/09/03/00/16/2012_nissan_armada-pic-1063502669351984883-152x114.jpeg,,Nissan,8 seats,98539,Armada,"317 hp @ 5,200 RPM",16519,Atlantic Chevrolet Cadillac,A,5-Speed Automatic Overdrive,Platinum 4WD,4WD,Four-Wheel Drive,2012,65
872,Sedan,21/08/20,https://static.cargurus.com/images/forsale/2020/08/20/20/31/2010_acura_tsx-pic-2953147697463639600-152x114.jpeg,,Acura,5 seats,152787,TSX,"201 hp @ 7,000 RPM",6499,Magic Auto Sales,A,5-Speed Automatic,Sedan FWD with Technology Package,FWD,Front-Wheel Drive,2010,24
873,Sedan,02/09/20,,,Chevrolet,5 seats,,Malibu,"160 hp @ 5,700 RPM",20719,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LS FWD,FWD,Front-Wheel Drive,2020,79
874,SUV / Crossover,11/05/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-3503272917649553260-152x114.jpeg,,Kia,5 seats,6,Sportage,"181 hp @ 6,000 RPM",28590,Generation Kia,A,6-Speed Automatic Overdrive,S AWD,AWD,All-Wheel Drive,2020,66
875,Sedan,02/09/20,,,Chevrolet,5 seats,,Malibu,"160 hp @ 5,700 RPM",20719,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LS FWD,FWD,Front-Wheel Drive,2020,41
876,SUV / Crossover,04/09/20,https://content.homenetiol.com/2000096/2063606/640x480/76ac591c08c24353bae76fb12811e49b.jpg,,Jeep,5 seats,31701,Wrangler Unlimited,"270 hp @ 5,250 RPM",34993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Sport S 4WD,4WD,Four-Wheel Drive,2018,71
877,SUV / Crossover,18/02/20,https://static.cargurus.com/images/forsale/2020/03/20/09/25/2020_jeep_cherokee-pic-2409604965873748395-152x114.jpeg,,Jeep,5 seats,24,Cherokee,"270 hp @ 5,250 RPM",30279,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,78
878,Sedan,27/08/20,https://static.cargurus.com/images/forsale/2020/08/26/20/18/2009_lexus_is_250-pic-5164149829314337581-152x114.jpeg,,Lexus,5 seats,157974,IS 250,"204 hp @ 6,400 RPM",5750,Magic Auto Sales,A,6-Speed Automatic,AWD,AWD,All-Wheel Drive,2009,22
879,SUV / Crossover,14/07/20,,,Kia,5 seats,11,Soul,"147 hp @ 6,200 RPM",21945,Generation Kia,A,Automatic,X-Line FWD,FWD,Front-Wheel Drive,2021,52
880,SUV / Crossover,10/11/19,https://static.cargurus.com/images/forsale/2020/06/17/01/45/2020_kia_sportage-pic-6452329633630630646-152x114.jpeg,,Kia,5 seats,6797,Sportage,"181 hp @ 6,000 RPM",21895,Generation Kia,A,6-Speed Automatic Overdrive,LX AWD,AWD,All-Wheel Drive,2020,40
881,SUV / Crossover,16/04/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_soul-pic-6780199612213963073-152x114.jpeg,,Kia,5 seats,15,Soul,"201 hp @ 6,000 RPM",25730,Generation Kia,A,7-Speed Automatic,GT-Line Turbo FWD,FWD,Front-Wheel Drive,2020,49
882,SUV / Crossover,01/08/20,https://static.cargurus.com/images/forsale/2020/08/17/20/18/2005_toyota_4runner-pic-6223996554973955491-152x114.jpeg,,Toyota,7 seats,181549,4Runner,"245 hp @ 5,200 RPM",6250,Magic Auto Sales,A,5-Speed Automatic,SR5 V6 4WD,4WD,Four-Wheel Drive,2005,50
883,SUV / Crossover,05/09/20,https://static.cargurus.com/images/forsale/2020/08/20/13/08/2020_jeep_grand_cherokee-pic-8296414354476684881-152x114.jpeg,,Jeep,5 seats,0,Grand Cherokee,"360 hp @ 5,150 RPM",36124,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,55
884,SUV / Crossover,15/05/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-5918044653679203650-152x114.jpeg,,Kia,5 seats,9,Sportage,"181 hp @ 6,000 RPM",28590,Generation Kia,A,6-Speed Automatic Overdrive,S AWD,AWD,All-Wheel Drive,2020,56
885,SUV / Crossover,24/02/20,,,Kia,5 seats,10,Soul,"201 hp @ 6,000 RPM",25730,Generation Kia,A,7-Speed Automatic,GT-Line Turbo FWD,FWD,Front-Wheel Drive,2020,69
886,SUV / Crossover,04/09/20,https://static.cargurus.com/images/forsale/2020/08/20/13/08/2020_jeep_grand_cherokee-pic-8296414354476684881-152x114.jpeg,,Jeep,5 seats,0,Grand Cherokee,"360 hp @ 5,150 RPM",36124,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,39
887,SUV / Crossover,22/01/20,,,Chevrolet,5 seats,,Trax,"138 hp @ 4,900 RPM",21163,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LS FWD,FWD,Front-Wheel Drive,2020,58
888,SUV / Crossover,30/08/20,https://static.cargurus.com/images/forsale/2020/08/29/20/36/2013_ford_explorer-pic-4766604842615476518-152x114.jpeg,,Ford,7 seats,162681,Explorer,"290 hp @ 6,500 RPM",9999,Magic Auto Sales,A,6-Speed Automatic,XLT 4WD,AWD,All-Wheel Drive,2013,66
889,SUV / Crossover,04/09/20,https://static.cargurus.com/images/forsale/2020/09/03/21/10/2011_toyota_rav4-pic-5742709584339251027-152x114.jpeg,,Toyota,7 seats,176012,RAV4,"179 hp @ 6,000 RPM",6499,Magic Auto Sales,A,4-Speed Automatic,Base 4WD,4WD,Four-Wheel Drive,2011,32
890,SUV / Crossover,04/06/20,,,Kia,5 seats,11,Niro,,25745,Generation Kia,Dual Clutch,6-Speed Dual Clutch,LXS FWD,FWD,Front-Wheel Drive,2020,28
891,Sedan,29/02/20,,,Chevrolet,5 seats,22,Malibu,"160 hp @ 5,700 RPM",21166,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LS FWD,FWD,Front-Wheel Drive,2020,59
892,SUV / Crossover,15/05/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_sportage-pic-6068749818111663905-152x114.jpeg,,Kia,5 seats,10,Sportage,"181 hp @ 6,000 RPM",28590,Generation Kia,A,6-Speed Automatic Overdrive,S AWD,AWD,All-Wheel Drive,2020,43
